NAME	dbtype	SIZE	NES_DMSO_0_vs_DMSO_20	FDR_q-val_DMSO_0_vs_DMSO_20	NES_DMSO_0_vs_DMSO_45	FDR_q-val_DMSO_0_vs_DMSO_45	NES_DMSO_0_vs_SY_0	FDR_q-val_DMSO_0_vs_SY_0	NES_DMSO_20_vs_DMSO_45	FDR_q-val_DMSO_20_vs_DMSO_45	NES_DMSO_20_vs_SY_20	FDR_q-val_DMSO_20_vs_SY_20	NES_DMSO_45_vs_SY_45	FDR_q-val_DMSO_45_vs_SY_45	NES_SY_0_vs_SY_45	FDR_q-val_SY_0_vs_SY_45	NES_SY_0_vs_SY_20	FDR_q-val_SY_0_vs_SY_20	NES_SY_20_vs_SY_45	FDR_q-val_SY_20_vs_SY_45
TRNA_METABOLIC_PROCESS	GOBP	184	-1.8617968999999996	0.009655921999999999	-1.6203598999999997	0.15685566	-1.3218598	0.5673741999999999	-1.2473185	0.8056633000000001	-1.0366594	0.5848418000000001	-0.890934	0.84001714	-1.6154783000000001	0.2995308	-1.63281	0.28824335	-1.1067425	0.92736804
MATURATION_OF_5_8S_RRNA	GOBP	35	-1.8630725	0.009757018000000001	-1.4942973	0.22400324	-1.3754766999999999	0.49013606	-1.1624905	0.8127948	-0.9135116	0.79047954	-0.7679949	0.93239075	-1.4625046999999998	0.35086638	-1.5060995000000001	0.36928216	-1.3751572	0.92741776
ADENOCARCINOMA_OF_THE_COLON	HP	29	-1.8695047999999999	0.009824206	-1.4988343000000002	0.22201665	-1.7675823	0.041616537	-0.8538778	1.0	-0.92437327	0.7768341	-0.82818097	0.89497876	-1.1629646999999999	0.5816939	-0.7483151	0.93647003	-0.8738802999999999	0.99936056
CATALYTIC_ACTIVITY_ACTING_ON_A_TRNA	GOMF	125	-1.869603	0.010312185	-1.5772553999999999	0.15559037	-1.3316983	0.5470083	-1.1955116000000001	0.8070529000000001	-1.0586361	0.54547924	-0.91978556	0.8070098000000001	-1.5555186	0.31536505	-1.6152749	0.2913358	-1.1670770000000001	0.9389460999999999
RIBOSOMAL_SUBUNIT	GOCC	172	-1.8552151000000001	0.010328145	-1.5083440000000001	0.22341060000000001	-1.6186306000000001	0.16544157	-1.0130166999999999	0.91969144	-0.7251739	0.9505953000000001	-0.4019136	0.99965125	-1.1532621	0.5955523	0.73388886	0.98142546	-1.0402919	0.9639228000000001
CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING	GOBP	27	-1.8566554	0.010403835	-1.5888226	0.15608872	-1.3240322	0.5658774999999999	-1.23135	0.78866345	-1.2915756999999999	0.3014946	-0.8637402	0.8653905999999999	-1.5246028	0.3341436	-1.6460238999999999	0.30260143	-1.2353629	0.9501132
NEOPLASM_OF_THE_COLON	HP	76	-1.8736443999999999	0.010422318	-1.3965428	0.31606397	-1.6630401999999997	0.11183891	-1.085387	0.85740143	-1.2261487	0.33982942	-1.0904753	0.5299318000000001	-1.2192585	0.52078724	-1.067004	0.6919201	-1.0154516	0.9799259
SITE_OF_POLARIZED_GROWTH	GOCC	154	1.8215860000000001	0.010610939	1.4896804	0.44058135	-0.8751675999999999	0.96322703	-0.8916146	1.0	-1.289712	0.302164	-1.1871073	0.3945506	1.4206437	0.5735754	1.6859830000000002	0.17913021	-0.86227137	1.0
HISTONE_LYSINE_N_METHYLTRANSFERASE_ACTIVITY	GOMF	43	-1.8697445	0.010856207	-1.5145575	0.21454610000000002	-1.2677463	0.64015007	-1.3912327	0.8071085	-1.3521798	0.27989572	-1.0085055	0.67432	-1.5994654	0.29680791	-1.7033598	0.34191376	-1.2070065	0.9590603999999999
S_ADENOSYLMETHIONINE_DEPENDENT_METHYLTRANSFERASE_ACTIVITY	GOMF	152	-1.8445947	0.012512946499999998	-1.6576362	0.07861349	-1.2649549	0.6406618000000001	-1.3943219	0.7929968000000001	-1.2363256999999999	0.33261397	-1.0115778	0.6698536999999999	-1.6671401000000001	0.19471242	-1.7804155	0.30399182	-1.1596327	0.9223524999999999
ACUTE_MYELOID_LEUKEMIA	HP	65	-1.8453727999999998	0.012744776000000001	-1.4079853999999998	0.30912375	-1.6044338	0.17825288	-0.97942185	0.95749056	-0.61711943	0.9822211	-0.73389316	0.9484843000000001	-1.2924339	0.44094363	-1.0165206	0.7305443	-1.0526863000000002	0.95454574
POSITIVE_REGULATION_OF_ATP_DEPENDENT_ACTIVITY	GOBP	40	1.8155773000000002	0.0127501255	1.5187895	0.43870363	-1.2688030000000001	0.6401848000000001	-0.8663184000000002	1.0	-1.274865	0.31618938	-1.1190323	0.48312992	1.5100657	0.4818472	1.6580508999999999	0.23197620000000002	-0.7075186	1.0
EXORIBONUCLEASE_COMPLEX	GOCC	20	-1.8400093000000002	0.01341483	-1.5332277	0.19312891	-1.1338369	0.76904696	-1.5097513	0.75794774	-0.9087558000000001	0.79714686	-0.49769878	0.99870163	-1.5352548000000001	0.3194157	-1.7455949	0.25570074	-1.3461108999999998	0.90178347
INCLUSION_BODY_ASSEMBLY	GOBP	22	1.8130868999999998	0.013443255	2.109196	0.006456764	-0.95683587	0.912567	-0.67210895	1.0	-1.2120256	0.34670967	-1.3070278	0.29696575	2.1463513	0.0015966002	1.8407547	0.008792396999999999	1.0142103	0.887625
MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY	GOBP	89	-1.8351515999999999	0.013593253999999999	-1.4168836	0.29660875	-1.0014145	0.87222546	-1.0739359	0.8675079	-0.7200809	0.95226103	-0.80284685	0.9136196	-1.3680627	0.38575715	-1.4084188	0.46204346	-1.1264489	0.9171511
LYSINE_N_METHYLTRANSFERASE_ACTIVITY	GOMF	59	-1.8359432	0.013696656000000001	-1.5459788	0.18521254	-1.2910023000000002	0.62334114	-1.3214326	0.82650846	-1.0709635	0.52316934	-0.9124181999999998	0.8158806	-1.5353794	0.32576707	-1.5122848999999998	0.36257133	-1.1057721	0.927839
MATURATION_OF_LSU_RRNA	GOBP	28	-1.8217965	0.014088325	-1.4843905000000002	0.22975789999999996	-1.3793111	0.48838997	-1.0928313	0.8501479	-1.0904125	0.48798168	-0.7463678	0.9420776	-1.4535372	0.35072672	-1.6562865000000002	0.31019527	-1.0757383	0.9488963
RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS	GOBP	435	-1.8361744999999998	0.014118112	-1.5627406000000001	0.17898574	-1.4105741000000003	0.45409736	-1.0625548	0.88205564	-0.94968045	0.7393801999999999	-0.6868219	0.96653545	-1.4591882999999999	0.3481601	-1.3844839	0.48150536	-1.0540313000000001	0.9547501
RIBOSOME	GOCC	200	-1.8204756000000002	0.014129351000000002	-1.5206738000000002	0.21655862	-1.5202445	0.31811416	-1.0027226999999999	0.93160754	-0.8031083000000001	0.90539247	-0.57124704	0.9916439	-1.1931254999999998	0.5513667	-0.90694326	0.8252083	-0.98514974	0.9853241
PRERIBOSOME	GOCC	77	-1.8267238999999997	0.014241304	-1.4168388	0.29596588	-1.2338278	0.66530377	-0.88375777	1.0	-0.7977052	0.9081345999999999	-0.77948487	0.9280546999999999	-1.5395478999999999	0.32529125	-1.4554886999999999	0.42677534	-1.0813273	0.94085264
CONDENSED_CHROMOSOME_CENTROMERIC_REGION	GOCC	155	-1.8248293000000002	0.014310123000000001	-1.5225945	0.21094374	-1.5871921999999998	0.21109068	-1.0978711	0.8452252	-1.2386191999999998	0.3311885	-1.0921602	0.5269446999999999	-1.4800441	0.35623634	-1.6368152	0.2856917	-0.9405733000000001	0.9941744
ABNORMAL_NUMBER_OF_ERYTHROID_PRECURSORS	HP	40	-1.8218195	0.01445907	-1.5254836999999999	0.20769618	-1.7384473000000003	0.061660342	-0.9851941999999999	0.95251113	-0.4635479	0.99851245	-0.95182794	0.7650144	-1.3332211	0.41655564	-1.0816284	0.6803813	-1.0151218000000002	0.98019886
QUINONE_METABOLIC_PROCESS	GOBP	34	-1.8268064	0.014618615	-1.589576	0.15961395	-1.4213986	0.43670177	-1.4301496999999999	0.8346222	-1.4406424	0.26323217	-1.4109565	0.30470590000000003	-1.6123723	0.2944361	-1.4944893	0.38130817	-1.3686756000000002	0.92927563
POLYSOME	GOCC	62	-1.8272979	0.014924548999999999	-1.5143591	0.21298221	-1.3688787	0.4988553	-1.1098101999999999	0.8311120000000001	-0.70363206	0.95915246	-0.63668543	0.98116285	-1.3818771	0.3827087	-1.170234	0.62145454	-0.98707354	0.9843769
TRIPHALANGEAL_THUMB	HP	62	-1.8288438000000002	0.014996765	-1.4758966	0.24042408	-1.6824815	0.09305906	-1.0392537	0.90026754	-1.2584065	0.32458907	-1.2334778	0.34900993	-1.4900765	0.35712603	-1.282132	0.5569321999999999	-1.0834743	0.9395541
MATURATION_OF_5_8S_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA	GOBP	24	-1.8160294	0.0154412305	-1.5338706	0.19350635	-1.299004	0.60881424	-1.1961038999999998	0.807092	-1.1929296999999999	0.36233225	-0.95159864	0.76543266	-1.43058	0.35643122	-1.5134721000000002	0.36576495	-1.3237901	0.9289298
CENTRAL_NERVOUS_SYSTEM_NEURON_DEVELOPMENT	GOBP	66	1.8074194	0.015729092	1.296982	0.5574543000000001	-0.8407759	0.9786277	-1.0249735999999998	0.91270655	-1.2118927	0.34699136	-1.0958344	0.5203073	1.2170082	0.6435274000000001	1.7034464	0.15007758	-1.1676369	0.942412
ERYTHROID_HYPOPLASIA	HP	25	-1.8114723000000001	0.016385728000000002	-1.5033712	0.21156259	-1.8399248	0.017239517	-0.91586095	0.99271524	0.9909953000000001	0.8076293000000001	0.7357125	1.0	-1.2215986	0.51859975	-0.89237285	0.8393195999999999	-0.9305503	0.9936362
BROAD_NASAL_TIP	HP	143	-1.8122898	0.016449553999999998	-1.4685732	0.24503005	-0.9335196	0.92677474	-1.2125823	0.80329376	-1.1237668	0.4394409000000001	-0.95765895	0.75564146	-1.5747182	0.29643634	-1.7552	0.24028783	-1.1749117	0.9433335999999999
ABNORMAL_BASAL_GANGLIA_MRI_SIGNAL_INTENSITY	HP	47	-1.8103968000000001	0.016464157	-1.4331256	0.27960092	-0.9101268	0.94422776	-1.1012315000000001	0.8397973	-1.1508745	0.40335009	-1.1099620000000001	0.49782827	-1.4897479999999999	0.35487846	-1.7609354	0.24217449	-1.1693087	0.9418796
RETICULOCYTOPENIA	HP	32	-1.8090861	0.016472096999999998	-1.5305291	0.19589548	-1.6172991	0.16654822	-1.0169107	0.9195116	-0.9130537000000001	0.79117084	-0.9177325999999999	0.8096642	-1.3281618	0.42028916	-1.2534348	0.58051395	-0.9455145	0.9954132
COLON_CANCER	HP	40	-1.8067392	0.016886948	-1.4651284	0.24694338	-1.5278926000000002	0.30395788	-1.2682071000000001	0.8031473000000001	-1.2370139	0.33262485	-1.1200441	0.48133662	-1.4494883	0.34938315	-1.6637477999999999	0.30831490000000006	-1.09625	0.92840445
ABNORMAL_ACTIVITY_OF_MITOCHONDRIAL_RESPIRATORY_CHAIN	HP	91	-1.8042238999999998	0.017512558	-1.5338851999999998	0.19627117	-0.9888696	0.88559586	-1.2193912	0.8050357	-0.917385	0.7859031999999999	-0.7263729999999999	0.9518926	-1.5143377	0.35969424	-1.6665546999999998	0.31397309999999995	-1.2557338	0.9719985000000001
RRNA_METABOLIC_PROCESS	GOBP	261	-1.8033181	0.01752051	-1.5387307	0.18313155	-1.3612548	0.5087844	-1.0284594	0.90753	-1.0847868999999999	0.49734965	-0.8772323000000001	0.854183	-1.5779597	0.2952387	-1.6827453	0.30505290000000007	-1.026853	0.9658514000000001
DUPLICATION_OF_THUMB_PHALANX	HP	50	-1.8009056	0.017914288	-1.4554168	0.25721884	-1.7242741999999998	0.069496356	-1.0195955	0.91768134	-1.2706583	0.31768602	-1.0776433	0.55352795	-1.3910129999999998	0.37037903	-1.1049283	0.6632116	-1.1333677	0.9196938
NEOPLASM_OF_THE_LARGE_INTESTINE	HP	105	-1.7978663000000001	0.018517092	-1.3821161	0.3314626	-1.5718795	0.24285136	-1.0449088	0.8950714	-1.2483376	0.33059147	-1.1527427	0.43618549999999995	-1.3042486	0.43335125	-1.2604959	0.5735639	-1.0529151	0.9544953000000002
CHROMOSOME_CENTROMERIC_REGION	GOCC	226	-1.7956895	0.018807892	-1.5501139	0.19525711	-1.615995	0.16514271	-1.1782446000000002	0.813559	-1.2577167999999999	0.32517964	-1.103323	0.5075644	-1.5290369	0.32644624	-1.6391851000000002	0.29154146	-1.0712959	0.9448938
POLYSOMAL_RIBOSOME	GOCC	30	-1.7861042	0.020082591	-1.4482347	0.26328164	-1.354222	0.5106198000000001	-0.9057861999999999	0.9977094999999999	-0.5241491	0.99511963	0.6803691	1.0	-1.2223617	0.51887524	-1.1415566000000001	0.64984703	-0.81167346	1.0
REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY	GOBP	24	-1.7861426	0.020434916	-1.3888526	0.320812	-1.5246657	0.30990714	-0.82132053	1.0	-1.1569239	0.3967877	-1.2564095	0.32921505	-1.2398293	0.50393337	-1.1742788999999998	0.6162861	-0.9439253000000001	0.993195
ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE	GOBP	37	-1.7863938999999998	0.020724606	-1.3825798	0.33425537	-1.5049344	0.32528856	-1.0642557	0.88083696	-1.1509664	0.40341517	-1.1648072	0.42245397	-1.379282	0.38099796	-1.5762656000000002	0.31066740000000004	-1.0173239	0.97906744
TRNA_METHYLTRANSFERASE_ACTIVITY	GOMF	33	-1.7876763	0.021007197000000002	-1.584681	0.14545318	-1.4506056	0.39433190000000007	-1.4438681999999998	0.7932210999999999	-1.1351346000000002	0.42326406	-0.8700226000000001	0.86036396	-1.5453143	0.32915348	-1.7717294999999997	0.28300357	-1.2581445	0.9794284
N_METHYLTRANSFERASE_ACTIVITY	GOMF	94	-1.7895441000000003	0.021028854	-1.5665120000000001	0.17321363	-1.2493318000000002	0.64523095	-1.2636926000000002	0.7968841999999999	-1.1566326999999998	0.39709994	-0.8944310999999999	0.83661574	-1.6322404	0.24000354	-1.6067848999999998	0.29031363	-1.1190708	0.931773
HISTONE_H3_K4_METHYLATION	GOBP	68	-1.7864542	0.021063445	-1.5036969	0.21608852	-1.386774	0.47606465	-1.3162346999999999	0.8213231	-1.1120965	0.45399785	-1.0801531	0.5488851	-1.5057446	0.36813429999999997	-1.3910211000000001	0.47576627	-1.2000315000000001	0.9702596
ABNORMALITY_OF_THE_THENAR_EMINENCE	HP	28	-1.7881221999999999	0.02120418	-1.4934332000000001	0.22423267	-1.7241262	0.06741559	-0.919099	0.9907029	-0.73656183	0.94401526	-0.9351761000000001	0.7896759	-1.2862096	0.44253337	-1.0511291999999999	0.7020675000000001	-0.9702334	0.99278075
