tf	small_hits_exp	large_hits_exp	md_score_exp	small_hits_sim	large_hits_sim	md_score_sim	elliptic_outlier	pval	significance
JUN_HUMAN.H11MO.0.A	3196	15646	0.20426946184328265	4470	41173	0.1085662934447332	-1	5.646165117260805e-15	Enriched
RFX1_HUMAN.H11MO.0.B	5322	20066	0.2652247582976179	4888	32170	0.15194280385452286	-1	1.0950114148160523e-14	Enriched
USF1_HUMAN.H11MO.0.A	1872	8572	0.21838544097060195	1961	16442	0.11926772898674128	-1	1.1375972935373339e-14	Enriched
ATF3_HUMAN.H11MO.0.A	1386	6256	0.2215473145780051	1271	10447	0.12166172106824925	-1	1.326073904700241e-14	Enriched
TFE3_HUMAN.H11MO.0.B	1729	8453	0.2045427658819354	2014	18329	0.10988051721315947	-1	1.4377644726737534e-14	Enriched
FOSB_HUMAN.H11MO.0.A	2133	11124	0.191747572815534	3464	33602	0.10308910183917623	-1	8.250293973903859e-14	Enriched
TAF1_HUMAN.H11MO.0.A	22157	92808	0.23874019481079214	5500	40012	0.13745876237128862	-1	2.801426901987866e-13	Enriched
ELF1_HUMAN.H11MO.0.A	3403	15613	0.2179593928136809	4521	35837	0.12615453302452773	-1	3.2867004477795164e-12	Enriched
JUND_HUMAN.H11MO.0.A	3579	18252	0.19608809993425375	4485	40314	0.11125167435630302	-1	4.351468625732083e-12	Enriched
PAX5_HUMAN.H11MO.0.A	19642	318757	0.061620607547442086	4629	31973	0.14477840678072126	-1	5.668745852733485e-12	Depleted
SP4_HUMAN.H11MO.0.A	47609	184503	0.2580391646748291	7296	46806	0.15587745160876812	-1	1.1745392540600353e-11	Enriched
FOSL1_HUMAN.H11MO.0.A	3980	20240	0.1966403162055336	4760	42090	0.11309099548586365	-1	1.2685133388318918e-11	Enriched
SP3_HUMAN.H11MO.0.B	83630	279423	0.2992953335981648	6936	37530	0.18481215027977616	-1	1.276151369509586e-11	Enriched
FEV_HUMAN.H11MO.0.B	2703	11753	0.2299838339147452	4126	29692	0.13895998922268624	-1	7.971061985046421e-11	Enriched
FOSL2_HUMAN.H11MO.0.A	3615	19053	0.18973390017320108	4687	42262	0.11090341204864892	-1	8.319862818601816e-11	Enriched
AP2B_HUMAN.H11MO.0.B	5281	19945	0.26477813988468285	5814	35238	0.16499233781712924	-1	2.6199254114805156e-10	Enriched
JUNB_HUMAN.H11MO.0.A	3398	17242	0.19707690523141166	4978	42261	0.11779181751496652	-1	2.793298069776704e-10	Enriched
FOXI1_HUMAN.H11MO.0.B	2497	14487	0.17236142748671224	6060	60135	0.10077326016462958	-1	3.3025961118253686e-10	Enriched
SP1_HUMAN.H11MO.0.A	73631	233639	0.3151485839264849	6469	32062	0.2017653296737571	-1	7.590332260425927e-10	Enriched
MITF_HUMAN.H11MO.0.A	1831	9885	0.18523014668689936	2522	22354	0.11282097163818555	-1	2.477986828993037e-09	Enriched
ZFP42_HUMAN.H11MO.0.A	2634	15547	0.16942175339293755	5807	56209	0.10331085769182873	-1	6.545940380694317e-09	Enriched
HINFP_HUMAN.H11MO.0.C	241	1069	0.225444340505145	1033	7250	0.14248275862068965	-1	6.692970662341234e-09	Enriched
KLF6_HUMAN.H11MO.0.A	52060	220020	0.2366148531951641	7669	50528	0.1517772324255858	-1	1.677641393860225e-08	Enriched
THA11_HUMAN.H11MO.0.B	4439	24900	0.17827309236947791	5992	53920	0.11112759643916914	-1	1.7901385679698743e-08	Enriched
ZN143_HUMAN.H11MO.0.A	4847	27694	0.17501985989745072	6045	54900	0.11010928961748634	-1	3.7991911564751225e-08	Enriched
ZN770_HUMAN.H11MO.0.C	55103	692202	0.07960537530951947	8395	58308	0.14397681278726762	-1	4.142825885541221e-08	Depleted
E2F3_HUMAN.H11MO.0.A	3213	17476	0.18385214007782105	5417	46399	0.116748205780297	-1	5.0107179092584375e-08	Enriched
ZBT14_HUMAN.H11MO.0.C	2913	8553	0.3405822518414591	1671	7309	0.22862224654535504	-1	1.9728964254058626e-07	Enriched
ZN121_HUMAN.H11MO.0.C	24557	427498	0.0574435435955256	6187	49241	0.1256473264149794	-1	2.1336854380902686e-07	Depleted
KLF5_HUMAN.H11MO.0.A	21439	107925	0.19864720870975214	7155	54090	0.13227953410981694	-1	9.149608316179378e-07	Enriched
ZFX_HUMAN.H11MO.0.A	5214	23790	0.21916771752837327	5618	38310	0.14664578439049855	-1	9.301244875034333e-07	Enriched
EGR1_HUMAN.H11MO.0.A	22132	97399	0.22723025903756716	5684	37304	0.15236971906497962	-1	9.76349929493163e-07	Enriched
NFE2_HUMAN.H11MO.0.A	2782	15926	0.1746829084515886	5342	45692	0.11691324520703845	-1	1.8774007108632425e-06	Enriched
RFX2_HUMAN.H11MO.0.A	2149	12727	0.16885361829182055	4572	40289	0.1134801062324704	-1	2.6037703923511753e-06	Enriched
ATF6A_HUMAN.H11MO.0.B	898	4787	0.18759139335700856	1647	12753	0.12914608327452365	-1	9.299302847800842e-06	Enriched
ZNF76_HUMAN.H11MO.0.C	6249	36079	0.17320324842706286	6584	54983	0.11974610334103268	-1	1.2683276436403657e-05	Enriched
PATZ1_HUMAN.H11MO.0.C	97462	430825	0.2262217837869205	8435	53789	0.15681644945992676	-1	1.2880094347406983e-05	Enriched
ETS1_HUMAN.H11MO.0.A	5670	32733	0.1732196865548529	5989	49943	0.11991670504374988	-1	1.3672665001463266e-05	Enriched
THB_HUMAN.H11MO.0.C	5385	78393	0.06869235773602235	5858	46775	0.125237840726884	-1	1.4996514940526668e-05	Depleted
FOS_HUMAN.H11MO.0.A	2598	15543	0.16714919899633274	3273	28230	0.1159404888416578	-1	1.5481649294820373e-05	Enriched
SP2_HUMAN.H11MO.0.A	114934	349514	0.3288394742413752	6802	29630	0.2295646304421195	-1	2.1138776071861885e-05	Enriched
RXRB_HUMAN.H11MO.0.C	5980	96825	0.061760908856183835	5621	47069	0.11942042533302173	-1	2.3572181027528434e-05	Depleted
BACH2_HUMAN.H11MO.0.A	2854	17365	0.16435358479700546	5598	48535	0.11533944576079118	-1	2.887031374808485e-05	Enriched
NF2L2_HUMAN.H11MO.0.A	2564	16503	0.15536569108646914	5503	49901	0.1102783511352478	-1	4.975302096095718e-05	Enriched
WT1_HUMAN.H11MO.0.C	91163	413603	0.2204118442080933	8199	52607	0.15585378371699585	-1	5.280409084613313e-05	Enriched
THA_HUMAN.H11MO.0.C	7329	118486	0.061855409077865735	6330	53826	0.11760115929104893	-1	5.487129225607891e-05	Depleted
KLF15_HUMAN.H11MO.0.A	73621	360804	0.20404707264886202	8415	57765	0.14567644767592833	-1	9.080870676063437e-05	Enriched
ZN281_HUMAN.H11MO.0.A	33439	177659	0.18822012957407167	8602	63850	0.13472200469851214	-1	9.482794900322425e-05	Enriched
INSM1_HUMAN.H11MO.0.C	3270	19804	0.1651181579478893	7327	61452	0.11923126993425764	-1	0.00012453794943785112	Enriched
RFX3_HUMAN.H11MO.0.B	1533	11313	0.13550782285865814	4085	41370	0.09874305051970028	-1	0.00013517781215308	Enriched
SMAD3_HUMAN.H11MO.0.B	6704	75964	0.08825233005107683	7799	58455	0.13341886921563595	-1	0.00016671766999401592	Depleted
EGR2_HUMAN.H11MO.0.A	40623	215631	0.1883912795470039	7312	53386	0.13696474731202934	-1	0.00022776826900014528	Enriched
EHF_HUMAN.H11MO.0.B	3131	21263	0.14725109344871373	5797	53064	0.10924543946932007	-1	0.00034111272356374014	Enriched
RARA_HUMAN.H11MO.0.A	9727	134898	0.07210633219173004	7472	63380	0.11789207952035342	-1	0.000861785734114131	Depleted
E2F6_HUMAN.H11MO.0.A	12582	70224	0.17916951469583048	5763	42368	0.13602246978851965	-1	0.0017605175837413195	Enriched
NR2C2_HUMAN.H11MO.0.B	1699	10791	0.15744601983134093	4775	39102	0.12211651577924405	-1	0.0026967585262310505	Enriched
NR1H4_HUMAN.H11MO.0.B	4414	24067	0.18340466198529107	6163	43905	0.1403712561211707	-1	0.0028056722717667323	Enriched
BHE40_HUMAN.H11MO.0.A	891	8816	0.10106624319419236	1620	12028	0.13468573328899236	-1	0.0028287377930357777	Depleted
ZN554_HUMAN.H11MO.0.C	4004	45855	0.08731872205866317	6294	50478	0.12468798288363248	1	0.0032158844221346875	Depleted
NFKB2_HUMAN.H11MO.0.B	2690	18714	0.14374265255958107	7231	63781	0.113372320910616	1	0.0035297896007513373	Enriched
ETV2_HUMAN.H11MO.0.B	5658	39360	0.14375	6739	58844	0.11452314594521107	1	0.005060838696454209	Enriched
HXA1_HUMAN.H11MO.0.C	1275	23535	0.05417463352453792	4977	49843	0.09985354011596413	1	0.005457540848686686	Depleted
STAT3_HUMAN.H11MO.0.A	2570	19922	0.12900311213733562	6438	61518	0.1046522968887155	1	0.00577501855957475	Enriched
RELB_HUMAN.H11MO.0.C	1884	13797	0.1365514242226571	7259	65942	0.11008158684904916	1	0.006055052125025144	Enriched
BACH1_HUMAN.H11MO.0.A	3091	19401	0.15932168444925518	5468	43130	0.1267795038256434	-1	0.007666299931090753	Enriched
ETV4_HUMAN.H11MO.0.B	4563	32651	0.13975069676273313	6696	59177	0.11315206921608058	1	0.00776722994959329	Enriched
ATF2_HUMAN.H11MO.0.B	1713	12880	0.1329968944099379	3510	32262	0.10879672679933047	1	0.008634555614060437	Enriched
ZBT17_HUMAN.H11MO.0.A	48723	299496	0.16268330795736838	8715	67047	0.1299834444494161	-1	0.009823050709376436	Enriched
CEBPD_HUMAN.H11MO.0.C	1172	19210	0.06100989068193649	4646	45327	0.10249961391665012	1	0.010224446097592238	Depleted
ZNF8_HUMAN.H11MO.0.C	1053	20551	0.05123838256045935	3673	38454	0.09551672127737036	1	0.010688174266845776	Depleted
TF65_HUMAN.H11MO.0.A	2017	15921	0.126688022109164	6961	65859	0.10569550099454897	1	0.012499302430345154	Enriched
MTF1_HUMAN.H11MO.0.C	976	6094	0.16015753199868726	2745	21246	0.12920079073707993	1	0.012934655405118034	Enriched
ERG_HUMAN.H11MO.0.A	8081	54435	0.14845228253880774	7151	58764	0.12169015043223742	1	0.015503467414077076	Enriched
AHR_HUMAN.H11MO.0.B	137	1009	0.13577799801783946	1390	12312	0.11289798570500326	1	0.01576272474717136	Enriched
CEBPA_HUMAN.H11MO.0.A	1435	23449	0.061196639515544375	5434	53786	0.10103000780872344	1	0.015892731198088855	Depleted
ZEB1_HUMAN.H11MO.0.A	4342	45776	0.09485319818245368	5850	47058	0.12431467550682138	1	0.016883982127058994	Depleted
STAT1_HUMAN.H11MO.0.A	2607	21190	0.12302973100519113	6519	62440	0.10440422805893658	1	0.01758591098243306	Enriched
P73_HUMAN.H11MO.0.A	2170	25374	0.08552061164972019	6459	54909	0.11763098945528055	1	0.01763251167783153	Depleted
MXI1_HUMAN.H11MO.0.A	2666	13108	0.2033872444308819	2445	15222	0.16062278281434764	-1	0.017970837065940316	Enriched
ZN134_HUMAN.H11MO.0.C	1607	18204	0.08827730169193584	6497	54590	0.11901447151492947	1	0.020310507110661017	Depleted
ZN322_HUMAN.H11MO.0.B	4290	38079	0.11266052154730954	6029	44535	0.13537667003480408	1	0.02409692484035401	Depleted
TBX3_HUMAN.H11MO.0.C	4812	59008	0.08154826464208242	6495	57169	0.11361052318564255	1	0.024289423539166764	Depleted
ZN263_HUMAN.H11MO.0.A	44104	258127	0.1708616301278053	8159	58489	0.13949631554651298	-1	0.026978417662438234	Enriched
ZBT7A_HUMAN.H11MO.0.A	1690	10211	0.16550778572128094	4293	31504	0.13626841036058912	-1	0.030570557722943807	Enriched
CLOCK_HUMAN.H11MO.0.C	1836	19382	0.09472706635022184	3413	28013	0.12183629029379214	1	0.03091473282849077	Depleted
ZN140_HUMAN.H11MO.0.C	1793	26065	0.06878956455016305	5978	57761	0.10349543809837088	1	0.032601111309881546	Depleted
ZN490_HUMAN.H11MO.0.C	1781	23936	0.07440675133689839	6555	61098	0.1072866542276343	1	0.03364896849180905	Depleted
HIC1_HUMAN.H11MO.0.C	1416	9422	0.15028656336234344	5943	47110	0.1261515601783061	1	0.03458459763173594	Enriched
MYCN_HUMAN.H11MO.0.A	1779	10265	0.17330735509011205	2249	15763	0.1426758865698154	-1	0.03835892155400421	Enriched
HTF4_HUMAN.H11MO.0.A	4087	39806	0.10267296387479274	7164	56791	0.1261467486045324	1	0.04136823704684036	Depleted
ELF5_HUMAN.H11MO.0.A	6566	47808	0.13734103078982596	6645	56352	0.11791950596252128	1	0.041758179442668096	Enriched
P53_HUMAN.H11MO.0.A	1763	19105	0.0922795079822036	6129	51731	0.11847828188127042	1	0.045373846664562914	Depleted
ZN320_HUMAN.H11MO.0.C	7123	46290	0.15387772737092245	7812	60079	0.1300287954193645	1	0.04734737622101822	Enriched
ELF3_HUMAN.H11MO.0.A	3509	30299	0.1158124030496056	6201	59808	0.10368178170144464	1	0.0499852595622709	Enriched
ZNF18_HUMAN.H11MO.0.C	1335	15678	0.08515116724071949	4790	42367	0.11305969268534473	1	0.05002718210645097	Not Significant
ZN257_HUMAN.H11MO.0.C	2557	27286	0.09371106061716633	7213	60680	0.11886947923533288	1	0.05192889631207531	Not Significant
ZN317_HUMAN.H11MO.0.C	1216	16085	0.07559838358719304	6001	56524	0.10616729176986768	1	0.05248763169269917	Not Significant
SNAI2_HUMAN.H11MO.0.A	2802	27747	0.10098389015028653	6281	50796	0.12365146861957635	1	0.05540877883124404	Not Significant
ZFP28_HUMAN.H11MO.0.C	20788	333736	0.06228875518373805	7017	72831	0.09634633603822547	1	0.058753507680178	Not Significant
CEBPB_HUMAN.H11MO.0.A	1322	22084	0.059862343778301026	4433	46849	0.09462315097440714	1	0.05910652940309749	Not Significant
ZN768_HUMAN.H11MO.0.C	7204	69350	0.1038788752703677	7684	61319	0.12531189354033825	1	0.05986987288592163	Not Significant
ZN341_HUMAN.H11MO.0.C	52245	316060	0.16530089223565145	8882	63834	0.13914214995143653	1	0.06056123169937192	Not Significant
OZF_HUMAN.H11MO.0.C	2324	42301	0.054939599536653984	5104	56265	0.09071358748778104	1	0.0652607318164198	Not Significant
TAL1_HUMAN.H11MO.0.A	1275	10690	0.11927034611786715	4783	44515	0.10744692800179714	1	0.06669694654962875	Not Significant
HEN1_HUMAN.H11MO.0.C	4798	27981	0.17147349987491511	6352	43983	0.14441943478162014	-1	0.07395115318645926	Not Significant
VDR_HUMAN.H11MO.0.A	2513	18928	0.1327662721893491	6206	52868	0.11738669894832413	1	0.07406223321356124	Not Significant
ZN384_HUMAN.H11MO.0.C	1374	13221	0.10392557295212164	6163	63086	0.0976920394382272	1	0.08108514244542647	Not Significant
ZN382_HUMAN.H11MO.0.C	924	12231	0.0755457444199166	4372	42023	0.10403826475977443	1	0.08109930246696029	Not Significant
ZN449_HUMAN.H11MO.0.C	3579	27284	0.13117578067732005	7294	62448	0.11680117858057905	1	0.082256853777954	Not Significant
ZKSC1_HUMAN.H11MO.0.B	2280	26396	0.08637672374602212	4390	39403	0.11141283658604677	1	0.0842200387812404	Not Significant
ZN260_HUMAN.H11MO.0.C	1944	37276	0.05215151840326216	4507	51590	0.08736189183950377	1	0.08658595011846892	Not Significant
RFX5_HUMAN.H11MO.0.A	2157	15945	0.13527751646284106	5988	49906	0.11998557287700876	1	0.0875533152540145	Not Significant
NR6A1_HUMAN.H11MO.0.B	1741	23471	0.07417664351753228	6280	61159	0.10268317009761442	1	0.08768774667660129	Not Significant
FOXC1_HUMAN.H11MO.0.C	1931	22338	0.08644462351150506	4221	49128	0.08591841719589642	1	0.08834796735058237	Not Significant
NFIC_HUMAN.H11MO.0.A	5018	35125	0.14286120996441282	8466	67507	0.1254092168219592	1	0.08971085616485325	Not Significant
PO3F1_HUMAN.H11MO.0.C	1431	16037	0.08923115295878281	4935	56102	0.08796477843927132	1	0.09006669077731266	Not Significant
SOX3_HUMAN.H11MO.0.B	2560	22420	0.11418376449598573	6777	64228	0.1055147287787258	1	0.09214102788647932	Not Significant
ZN467_HUMAN.H11MO.0.C	103058	648797	0.15884475421433822	9258	67672	0.13680695117626196	1	0.09379117883088317	Not Significant
MAF_HUMAN.H11MO.0.A	2189	26949	0.08122750380348065	6435	60179	0.10693098921550707	1	0.0997924160880036	Not Significant
ERR3_HUMAN.H11MO.0.B	783	9322	0.08399485089036687	3908	35900	0.10885793871866296	1	0.09990979170470371	Not Significant
IRF3_HUMAN.H11MO.0.B	53501	742980	0.07200866779724892	7535	75014	0.10044791638894073	1	0.10059894494171523	Not Significant
LHX3_HUMAN.H11MO.0.C	2089	32290	0.06469495199752245	3491	48877	0.0714241872455347	1	0.10093153731434595	Not Significant
HXA9_HUMAN.H11MO.0.B	1333	16941	0.07868484741160499	3919	48149	0.08139317535151301	1	0.1046783716980193	Not Significant
HNF1B_HUMAN.H11MO.0.A	1515	20240	0.07485177865612648	3771	47867	0.07878078843462093	1	0.10594987906979025	Not Significant
MAZ_HUMAN.H11MO.0.A	118253	707731	0.16708749510760446	9285	64709	0.1434885410066606	-1	0.11139615691813098	Not Significant
MAFK_HUMAN.H11MO.0.A	1826	15855	0.1151687164932198	5855	54602	0.10723050437712904	1	0.11162874272237394	Not Significant
ZBT48_HUMAN.H11MO.0.C	1182	8973	0.13172851889000334	4773	40052	0.11917007889743332	1	0.11934603026290619	Not Significant
SMCA5_HUMAN.H11MO.0.C	1829	23256	0.07864637082903336	5502	53052	0.10370956797104727	1	0.12897664558189115	Not Significant
NOBOX_HUMAN.H11MO.0.C	472	5592	0.0844062947067239	3861	44555	0.08665694085961173	1	0.13135330808239887	Not Significant
REL_HUMAN.H11MO.0.B	2256	21354	0.105647653835347	7146	70354	0.10157204991898117	1	0.13309738476776328	Not Significant
ATF4_HUMAN.H11MO.0.A	1075	14483	0.07422495339363391	5064	50466	0.1003447865889906	1	0.13528415832601937	Not Significant
ZN563_HUMAN.H11MO.0.C	3756	24850	0.15114688128772635	7035	52670	0.13356749572811846	1	0.13799282713241556	Not Significant
CEBPE_HUMAN.H11MO.0.A	336	3693	0.090982940698619	3360	36659	0.09165552797403094	1	0.1407768290226214	Not Significant
MZF1_HUMAN.H11MO.0.B	4189	35997	0.11637080867850097	7488	68415	0.10944968208726157	1	0.14218131932153943	Not Significant
TFAP4_HUMAN.H11MO.0.A	2161	22218	0.09726348006121163	6762	58223	0.11613966988990605	1	0.14236058387983824	Not Significant
GATA1_HUMAN.H11MO.0.A	1407	13474	0.1044233338281134	4924	48697	0.10111505842249008	1	0.14246169842364803	Not Significant
HLF_HUMAN.H11MO.0.C	385	4658	0.08265349935594676	1830	21294	0.0859397013243167	1	0.1432485976299559	Not Significant
ESR2_HUMAN.H11MO.0.A	2733	19546	0.13982400491149086	5943	47207	0.12589234647403988	1	0.1435961417383868	Not Significant
TBP_HUMAN.H11MO.0.A	1104	14505	0.07611168562564632	3680	45202	0.08141232688819079	1	0.14428013820286234	Not Significant
MAFB_HUMAN.H11MO.0.B	1638	13101	0.12502862376917792	6111	52867	0.11559195717555375	1	0.14445386078744882	Not Significant
PBX3_HUMAN.H11MO.0.A	1707	13366	0.12771210534191232	5373	45732	0.11748884807137235	1	0.14499509494204038	Not Significant
ZN394_HUMAN.H11MO.0.C	12958	198294	0.06534741343661432	6854	73136	0.09371581710785386	1	0.1454578813121996	Not Significant
TFE2_HUMAN.H11MO.0.A	4213	36957	0.11399734826961062	7139	55945	0.12760747162391636	1	0.1477706511271562	Not Significant
BRAC_HUMAN.H11MO.0.A	1346	15976	0.0842513770655984	5757	53912	0.10678513132512242	1	0.14881737866710648	Not Significant
MEIS1_HUMAN.H11MO.0.A	1137	13432	0.08464860035735558	4325	49311	0.08770862485043905	1	0.15250177839654339	Not Significant
HXC9_HUMAN.H11MO.0.C	1698	21907	0.07750947185831013	4901	59205	0.08278017059369985	1	0.15398738782160232	Not Significant
SMAD2_HUMAN.H11MO.0.A	3392	32405	0.10467520444375868	6437	53293	0.12078509372713114	1	0.15554925934267821	Not Significant
ZFP82_HUMAN.H11MO.0.C	10755	161811	0.06646643306079315	6974	74126	0.09408304778350376	1	0.15580709336891074	Not Significant
HNF1A_HUMAN.H11MO.0.C	1856	26151	0.07097242935260603	4044	51648	0.0782992565055762	1	0.15617048778587794	Not Significant
VEZF1_HUMAN.H11MO.0.C	104604	671323	0.15581769133487158	9300	67576	0.137622824671481	1	0.1575102080420815	Not Significant
STAT4_HUMAN.H11MO.0.A	2472	23128	0.10688343133863716	6976	67426	0.10346157268709401	1	0.15811088329733924	Not Significant
NR2E3_HUMAN.H11MO.0.C	2398	34057	0.07041136917520628	6806	70353	0.09674072178869417	1	0.15832805386749754	Not Significant
GLI3_HUMAN.H11MO.0.B	1415	12020	0.11772046589018305	5443	49015	0.11104763847801694	1	0.15851125299788565	Not Significant
SALL4_HUMAN.H11MO.0.B	12721	85459	0.14885500649434233	7564	56944	0.1328322562517561	1	0.15940664733895582	Not Significant
OLIG2_HUMAN.H11MO.0.B	3757	38010	0.09884240989213364	7675	65851	0.11655100150339402	1	0.15965118125040367	Not Significant
NKX21_HUMAN.H11MO.0.A	998	10218	0.09767077706009004	6294	54407	0.1156836436487952	1	0.16092292999697577	Not Significant
ZSC22_HUMAN.H11MO.0.C	16621	107981	0.15392522758633465	6973	51030	0.13664511071918478	1	0.16653105602123164	Not Significant
NFIA_HUMAN.H11MO.0.C	1939	15791	0.12279146349186244	7279	63337	0.11492492539905586	1	0.16731350260850042	Not Significant
TCF7_HUMAN.H11MO.0.A	2112	26613	0.0793597114192312	6985	68053	0.10264058895272804	1	0.16756521975247296	Not Significant
STA5A_HUMAN.H11MO.0.A	2386	23528	0.1014110846650799	6603	65897	0.10020183012883743	1	0.1730704322824525	Not Significant
ZN329_HUMAN.H11MO.0.C	2225	17712	0.12562104787714545	6618	56487	0.11715970046205322	1	0.1743100072284181	Not Significant
NR5A2_HUMAN.H11MO.0.B	2922	30324	0.0963593193510091	7493	65584	0.1142504269333984	1	0.17478006111957006	Not Significant
MEIS2_HUMAN.H11MO.0.B	1338	15113	0.08853305101568186	6005	55239	0.10870942631112077	1	0.17681553851717485	Not Significant
Z324A_HUMAN.H11MO.0.C	4331	43992	0.0984497181305692	7398	63992	0.11560820102512814	1	0.17761559664981835	Not Significant
LEF1_HUMAN.H11MO.0.A	3805	48738	0.07807049940498174	7457	73575	0.10135236153584776	1	0.17815230526194314	Not Significant
ANDR_HUMAN.H11MO.0.A	8799	139638	0.06301293344218623	5736	63159	0.09081841067781314	1	0.17857065346679923	Not Significant
MAX_HUMAN.H11MO.0.A	1168	7462	0.15652640042883945	2083	14996	0.13890370765537474	1	0.17857489202592008	Not Significant
NR1H3_HUMAN.H11MO.0.B	2133	22915	0.0930831333187868	6450	57734	0.11171926421172966	1	0.18153188722703628	Not Significant
ZN331_HUMAN.H11MO.0.C	4407	31260	0.140978886756238	7574	59099	0.1281578368500313	1	0.18180965663314774	Not Significant
PBX1_HUMAN.H11MO.0.A	1770	17748	0.09972954699121027	6103	52465	0.11632516916039265	1	0.18258077402028194	Not Significant
ETV5_HUMAN.H11MO.0.C	11127	90713	0.12266158103028232	8058	69826	0.11540113997651305	1	0.18292405174056048	Not Significant
GCR_HUMAN.H11MO.0.A	1392	15432	0.09020217729393468	5410	49343	0.10964067851569624	1	0.1833976306141728	Not Significant
ZN274_HUMAN.H11MO.0.A	1840	22638	0.08127926495273434	6311	61045	0.10338275043001063	1	0.1840945157685145	Not Significant
