NAME	dbtype	SIZE	NES_DMSO_0_c_vs_DMSO_120_c	FDR_q-val_DMSO_0_c_vs_DMSO_120_c	NES_DMSO_0_c_vs_DMSO_30_c	FDR_q-val_DMSO_0_c_vs_DMSO_30_c	NES_DMSO_0_c_vs_SY_0_c	FDR_q-val_DMSO_0_c_vs_SY_0_c	NES_DMSO_120_c_vs_SY_120_c	FDR_q-val_DMSO_120_c_vs_SY_120_c	NES_DMSO_30_c_vs_DMSO_120_c	FDR_q-val_DMSO_30_c_vs_DMSO_120_c	NES_DMSO_30_c_vs_SY_30_c	FDR_q-val_DMSO_30_c_vs_SY_30_c	NES_SY_0_c_vs_SY_120_c	FDR_q-val_SY_0_c_vs_SY_120_c	NES_SY_0_c_vs_SY_30_c	FDR_q-val_SY_0_c_vs_SY_30_c	NES_SY_30_c_vs_SY_120_c	FDR_q-val_SY_30_c_vs_SY_120_c	NES_DMSO_30_as_vs_MBPP1_30_as	FDR_q-val_DMSO_30_as_vs_MBPP1_30_as	NES_DMSO_30_d_vs_SY5102_30_d	FDR_q-val_DMSO_30_d_vs_SY5102_30_d
RESPONSE_TO_HEAT	GOBP	94	1.7311668000000002	0.0006271671	1.778155	0.0	-0.94577247	0.97449285	-1.3067063	0.27528420000000003	-1.3629706	0.85129637	-2.0105917	0.042636704000000004	1.7428582	0.021561722999999998	1.5561212	0.07923324	-1.3006296999999998	1.0	-1.669862	0.013889251000000002	-1.223128	0.5696972
O_GLYCAN_PROCESSING	GOBP	42	-1.8968055	0.0036558707	-1.6447846000000002	0.29466996	0.92531633	0.8074952	-1.2270783	0.39469272	-1.1962262	0.8875860999999999	-1.2474496000000002	0.5121581000000001	-1.8641086	0.00039123505	-1.9628611	0.008744478	-1.132136	1.0	-1.3161303999999998	0.29310846	-1.2666632	0.5127335999999999
PROTEIN_O_LINKED_GLYCOSYLATION	GOBP	89	-1.9000658	0.005025925	-1.6203235	0.32387984	0.40126267	0.9513140999999999	-0.9521575999999999	0.89440405	-1.1064711999999999	0.9106082	-0.9330308	0.79187065	-1.9590888	0.0	-1.8647268	0.06508512	-1.0296761	1.0	-1.150595	0.5245948	-1.1666611	0.644737
CHAPERONE_COFACTOR_DEPENDENT_PROTEIN_REFOLDING	GOBP	33	1.7030492	0.006166584300000001	1.6599958	0.05165429	0.8513712	0.7831425	-1.3421439	0.23715782	-1.269531	0.8788213	-2.2051766	0.0	1.6880220000000001	0.11562539999999999	1.5646207	0.07075195	-1.4147124	0.8573472	-1.6510532	0.019084794	-1.3624586	0.42450327
MUSCLE_ORGAN_DEVELOPMENT	GOBP	296	1.7018950000000002	0.006175032	1.5772786	0.27850628	-1.0408720999999999	0.95214325	-1.296632	0.2899111	1.4091995000000002	0.42333117	-1.3086485	0.46533679999999994	1.7201538	0.05758687	1.4023688	0.5778425	-1.0692058999999998	1.0	-1.4588957	0.14163038	-1.0896357	0.79120857
SKELETAL_MUSCLE_ORGAN_DEVELOPMENT	GOBP	153	1.6961023000000002	0.007300958000000001	1.6477395000000001	0.07703275	-1.0609988000000001	0.9656845	-1.3047202	0.27807516	1.2487917	0.53797036	-1.2217977	0.5350117	1.7892963	0.003872567	1.4883981000000002	0.33073527	-1.1920182	1.0	-1.4561899999999999	0.14357676	-1.0193967	0.92324823
SKELETAL_MUSCLE_CELL_DIFFERENTIATION	GOBP	58	1.696578	0.007674533000000001	1.7349854999999998	0.0014622717	-1.2251943	0.94003373	-1.3641497999999999	0.21813227	-0.96852314	0.9524368000000001	-1.480436	0.3657239	1.7720295	0.008990789	1.5844252	0.040037422999999996	-1.4258463	0.8201285	-1.5451646	0.06781278	-1.0351402	0.90089786
UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING	GOMF	310	1.6973237	0.0078617595	1.6432506000000002	0.08975217	-1.0462928	0.9537616	-1.2780935	0.31746045	-0.87332207	0.9737775	-1.4551595	0.38258183	1.6902966	0.10986763	1.3936734	0.6055064	-1.094716	1.0	-1.3691008	0.22989066	-1.1732873	0.6333245
DE_NOVO_PROTEIN_FOLDING	GOBP	42	1.6941051	0.008210990999999999	1.6973081	0.012265651499999999	0.7194472	0.7913964	-1.3226043	0.25989223	-1.2109558999999999	0.89206237	-2.2392445	0.0	1.752961	0.016438471	1.5333309	0.14116977	-1.3661466999999998	0.8922479	-1.7004052	0.007155703	-1.3423228	0.44141847
PROTEIN_FOLDING_CHAPERONE	GOMF	39	1.6860560000000002	0.01313881	1.7178459	0.003609008	0.88611805	0.79651254	-1.2942208999999998	0.29296368	-0.72310996	1.0	-2.0456578999999997	0.028645808	1.748666	0.017617555	1.5534369	0.07548204	-1.0121076999999998	1.0	-1.5382136	0.07065384	-1.3501912	0.44475332
ACETYLGLUCOSAMINYLTRANSFERASE_ACTIVITY	GOMF	44	-1.8519465	0.016951554	-1.7628978	0.1699795	0.5715342	0.8526617	-1.120833	0.6121379	-1.1364831	0.90339607	-0.8686831	0.86381775	-1.8755363999999999	0.0	-1.907178	0.029599119	-1.0660475	1.0	-1.2108146	0.4360983	-1.1992067	0.59082836
UDP_GLYCOSYLTRANSFERASE_ACTIVITY	GOMF	137	-1.8450342	0.017051086	-1.6325635	0.31959686	0.28930724	0.99264544	-1.0127343	0.8174614	-0.8841468000000001	0.97496355	-0.85760707	0.87239283	-1.9825245999999999	0.0	-1.9004169	0.026946197999999998	-0.8898633	1.0	-1.1059728000000002	0.58972985	-1.1303408000000001	0.7034524000000001
HEXOSYLTRANSFERASE_ACTIVITY	GOMF	192	-1.8308118999999998	0.023998952	-1.5267144	0.44579098	0.32774565	0.9815162000000001	-0.8827671999999999	0.9482732	-1.1131792999999999	0.90504736	-0.7816965	0.93128866	-1.8595315	0.00082199916	-1.5985554	0.35698542	-1.0235709000000002	1.0	-0.9875546999999999	0.7613449999999999	-1.1308767	0.7015934
DNA_DEPENDENT_DNA_REPLICATION_MAINTENANCE_OF_FIDELITY	GOBP	47	-1.8212728999999999	0.025323996	-1.3120083	0.6498349	0.40052724	0.9505186999999999	-1.04379	0.7682671999999999	-1.4146966	0.8917896999999999	-0.8008884000000001	0.91775554	-1.5975431999999998	0.3070908	-1.1469082	0.6956326999999999	-1.3121998	0.99408305	-1.1570691	0.5156463	-1.101357	0.7633859000000001
ABNORMALITY_OF_THE_SUPRAORBITAL_RIDGES	HP	92	1.6751072	0.026087008	1.6083326	0.1909578	-1.1263608	0.9626334000000001	-1.2804347	0.31601813	1.254542	0.5320464	-0.8565838	0.8737450000000001	1.7488962	0.01844156	1.5024332	0.2671562	-1.0022110999999998	1.0	-1.3049611	0.30598798	-1.1926173	0.6043142
TRNA_METHYLATION	GOBP	41	-1.8236057	0.027375404	-1.5934131999999999	0.3707422	-1.3209075000000001	0.9276356	0.73242	1.0	-1.3975908000000001	0.8694516999999999	0.70440114	1.0	-1.6842796000000002	0.16760999999999998	-1.374233	0.57221746	-1.1791477	1.0	-0.91347826	0.8515501	-1.2101161	0.59218824
P38MAPK_CASCADE	GOBP	51	1.6707148999999997	0.032730483	1.5397968	0.3915067	-1.316537	0.9272173	-1.4415653999999998	0.14824077	1.3811639999999998	0.44757587	-1.7043381999999998	0.23737448	1.4782656	0.603647	1.4395278	0.51878786	-1.3377471	0.9521222	-1.6279941	0.027391365	-1.3342105	0.46063322
REGULATION_OF_P38MAPK_CASCADE	GOBP	41	1.6696556	0.03302479	1.5266646000000001	0.41466776	-1.3531307	0.9331966999999999	-1.4461111	0.21489286	1.3205681	0.49136785	-1.6305633999999998	0.28359458	1.4205450000000002	0.66749614	1.4352133	0.53554344	-1.3282521	0.9607669	-1.6542348000000002	0.019691083999999998	-1.3708249	0.45348679999999997
EXOGENOUS_PROTEIN_BINDING	GOMF	73	1.6687286	0.033141000000000004	1.5951879999999998	0.22070919	0.54740715	0.8682295	-1.0112443000000002	0.81952214	0.84113246	0.88551235	1.3700073	1.0	1.6120492	0.33533677	1.4441881	0.50552183	-1.1034533000000002	1.0	-0.89038	0.87448484	-0.98013663	0.96815985
REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION	GOBP	48	1.6646553	0.041121304	1.6722546000000003	0.032700688	-1.2788198999999998	0.93581873	-0.9170674000000001	0.92768306	-1.1480522	0.8952834999999999	0.7728640999999999	1.0	1.6320308000000001	0.27199265	1.5491246	0.0927262	-1.3769485000000001	0.9071565999999999	-1.355297	0.24867138	-1.2675092	0.51235306
NEGATIVE_REGULATION_OF_REPRODUCTIVE_PROCESS	GOBP	51	1.6616224	0.042341825	1.5377911	0.39674318	-1.3069591999999999	0.92536837	-1.3811898	0.20345058	1.8939728	0.058148245999999994	-1.132366	0.5966723	1.5390916000000001	0.51245874	1.429964	0.54266167	0.89312625	1.0	-1.5220953000000002	0.08129454400000001	-1.2272011999999999	0.5711988
REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION	GOBP	43	1.6619971999999998	0.043033507	1.6128166000000002	0.17604285	-1.3609291000000001	0.9368112	-1.4346358000000001	0.17190026	1.7596291000000002	0.22128187	-1.242394	0.51424336	1.5674620000000001	0.46233379999999996	1.4443818000000002	0.5084968	1.2784084	0.9371402	-1.4076936000000002	0.19180597	-1.1647835	0.6441753
NEGATIVE_REGULATION_OF_HEMOPOIESIS	GOBP	85	1.6604700000000001	0.043749727	1.4361653	0.52011186	-1.1290165	0.96160066	-1.3940868	0.18697149999999998	1.9530021	0.050809823	-1.1873785	0.55790854	1.3374214	0.72419375	1.2945733	0.7362428000000001	-0.697522	1.0	-1.4817582	0.12232299	-1.2029364	0.59566456
CELLULAR_RESPONSE_TO_HEAT	GOBP	61	1.6621127	0.044479553	1.7355349999999998	0.0015952054999999999	-1.058868	0.9682280999999999	-1.194561	0.45775744	-1.6784933999999998	0.7107348000000001	-2.0725865000000003	0.01735372	1.7239182000000002	0.04987269	1.5562652	0.08441953	-1.2536796000000001	1.0	-1.6505071	0.018047772	-1.2742281000000002	0.5017302
REPLICATION_FORK_PROCESSING	GOBP	39	-1.7990785	0.045308515	-1.4225855	0.51529896	0.639374	0.82051533	-0.6023943	1.0	-1.4075552	0.87606496	-0.6757723000000001	0.97809297	-1.5853723	0.32367322	-1.4983741	0.4940299	-1.2612311	1.0	-0.940839	0.82203037	-1.0401787	0.89195365
POSITIVE_REGULATION_OF_MIRNA_TRANSCRIPTION	GOBP	43	1.6623172	0.04573177	1.4837258999999998	0.47341117	-1.2698633999999998	0.93230087	-1.4111415	0.18491858	1.7924529999999999	0.19477357	-1.3246586	0.45673305	1.6632873	0.18196084	1.4539703000000002	0.47612906	1.0126464	0.9775082	-1.4839495	0.11999382	-1.0195096	0.9233950000000001
POSITIVE_REGULATION_OF_RESPONSE_TO_WOUNDING	GOBP	62	1.6585004	0.04609708	1.4771361	0.47599956	-1.1917628999999998	0.94675153	-1.3135338	0.26957318	1.6564893	0.28979499999999997	-1.8336065	0.14743517	1.5131614	0.5758446	1.1543258	0.8314486999999999	0.8587439	1.0	-1.5412217	0.07006071	-1.0564706	0.8599208
TOXEMIA_OF_PREGNANCY	HP	23	1.6575714	0.04713695	1.6275096000000002	0.13333556	0.93911535	0.80978507	-0.5741042	1.0	0.8165149	0.9042701	0.74744326	1.0	1.6998242	0.09012128400000001	1.5169767	0.21620819	-0.83356816	1.0	-1.0685693	0.6488618	-1.1767604	0.6267499
POSITIVE_REGULATION_OF_WOUND_HEALING	GOBP	51	1.6542192999999998	0.051105946	1.4982418	0.46437165	-1.2654388	0.9314839	-1.3721601	0.21992221	1.6458938000000003	0.29865447	-1.8620093	0.14286445	1.5234461000000001	0.54996973	1.1502645	0.83383244	1.0777041	0.9756110999999998	-1.5433125	0.06903237	-1.1378951000000002	0.68787384
RESPONSE_TO_CALCIUM_ION	GOBP	133	1.6550821	0.051428474	1.5516336000000002	0.34842762	-1.0625175	0.9655786	-1.2474158000000002	0.35983324	1.2354531000000002	0.5507472	-0.9407504999999999	0.78491694	1.7003012999999998	0.09091177	1.4925438	0.31667084	-0.8732876	1.0	-0.6715587	0.9833421	-0.55234367	1.0
EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	GOBP	203	1.6543837	0.052148882	1.6714939999999998	0.03180519	1.1428986	0.88998955	-1.2815673	0.31447953	0.92555785	0.8115603	-1.3775343999999998	0.42476162	1.5985379	0.37119502	1.4455011	0.5018794	-1.0497868000000001	1.0	-1.5420673999999999	0.069798745	-1.2114311000000002	0.58784163
CELLULAR_RESPONSE_TO_CADMIUM_ION	GOBP	36	1.65523	0.052751099999999995	1.6634163	0.04665492	-1.3586986	0.93187773	-1.2859666	0.31039774	1.6205903999999998	0.31282059999999995	-1.0620922	0.6635314999999999	1.7343313999999999	0.031332187000000004	1.5820398	0.036709677	0.84835535	1.0	-0.9320864999999999	0.83238626	-1.0700475	0.8358555000000001
PROMINENT_SUPRAORBITAL_RIDGES	HP	39	1.6518383	0.05347676	1.6028471000000002	0.20278999	-1.3964963	0.94013226	-1.2403238	0.37448987	1.2570546999999999	0.5295894	-0.9777450999999999	0.7486269	1.7165171000000001	0.05835379	1.5281589	0.15342899	-0.817587	1.0	-1.4689754	0.13241228	-1.1666398	0.6445003
REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	GOBP	137	1.6524187	0.054565653	1.6965953	0.012470833999999998	2.1638580000000003	1.0	-1.3395834999999998	0.23898456	0.9215631999999999	0.81353074	-1.7173841	0.22998309	1.549301	0.49912170000000006	1.4827818000000001	0.3407166	-1.0281252	1.0	-1.6022869	0.038453877000000004	-1.247282	0.54800296
RESPONSE_TO_ALCOHOL	GOBP	200	1.6518481	0.05496222	1.4936143999999998	0.45919555	-1.0531098	0.96542716	-1.3093803	0.27164298	1.7426337	0.23334488	-0.9713892	0.7530640000000001	1.7548501	0.017501142	1.4071072	0.5747475000000001	0.8278688	1.0	-1.3400629	0.26543048	-0.98057353	0.967967
RESPONSE_TO_CAMP	GOBP	81	1.6491985	0.059894025	1.624534	0.14526507	-1.1533989	0.96057	-1.311698	0.2704669	-0.9805391	0.94591683	-1.3801781000000002	0.42528498	1.6814145	0.13426915	1.5020593	0.26754385	-1.2438598	1.0	-1.3205073	0.2866017	-0.83195454	1.0
POSITIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION	GOBP	86	1.6464296999999999	0.06750266	1.5969948	0.21758866	-1.138275	0.962773	-1.290282	0.30145493	1.2984746999999999	0.5032165	-1.4277346000000002	0.40219405	1.587432	0.40107268	1.4459641	0.49964437	-0.7615278	1.0	-1.4244542	0.17204449	-1.1180968	0.7244844
REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_IN_RESPONSE_TO_STRESS	GOBP	52	1.6431088	0.07489812400000001	1.65648	0.05731851599999999	-1.2102236000000002	0.93985254	-1.3587424	0.21617492	-0.97071975	0.95235825	-2.008237	0.039564047000000005	1.68124	0.13242336	1.5540223	0.08155798	-1.3417166	0.9510989	-1.5785702	0.04783608	-1.3512391000000001	0.45679572
CONGESTIVE_HEART_FAILURE	HP	199	1.6435366999999999	0.075071216	1.5953562	0.22142445	-1.0053123	0.965096	-1.0270382	0.7925563	0.9646948000000001	0.77433777	1.0034816	1.0	1.7697058999999997	0.008610595	1.4397014	0.52176887	-0.9307300999999999	1.0	-0.8675196	0.89430636	-1.084575	0.80366254
HYDROGEN_PEROXIDE_METABOLIC_PROCESS	GOBP	46	1.6439714	0.07533292	1.6776644	0.030082777	2.614264	1.0	1.7368488000000002	1.0	1.3696533000000002	0.45403418	1.3631277	1.0	1.6607411	0.18381047	1.4995786	0.28940582	0.91903025	1.0	-0.6385299	0.9880251	-0.98029494	0.9683914
CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS	GOBP	60	1.6382192	0.07610151	1.6291078	0.12894005	-1.2058283	0.94005144	-1.3536624	0.22534584	-1.2259471000000002	0.88167506	-1.2036823	0.5460878	1.624233	0.2926005	1.5351303	0.1387565	-1.4085873	0.88993555	-1.3548243999999998	0.24922119	-1.0069858	0.9407897
ECTRODACTYLY	HP	62	1.6382825	0.077364795	1.6215568999999999	0.15153277	-1.1986119	0.9433266	-1.3219458	0.25957495	-0.9585521999999999	0.95272064	-0.95840263	0.76625264	1.5706117	0.4573794	1.4915194999999999	0.3207729	-1.1950251	1.0	-1.325617	0.2814447	-1.2023182	0.5927041000000001
OSTEOCLAST_DIFFERENTIATION	GOBP	79	1.6374197	0.07772494	1.5199329	0.42256156	-1.1348829	0.9625587	-1.3064791	0.2745572	1.7916316000000003	0.19436617	0.8200033999999999	1.0	1.6377999	0.26014787	1.4220469999999998	0.55206305	1.0189911	0.97832143	-1.2320898999999998	0.40428582	-1.1612195	0.65172356
REGULATION_OF_SYNAPTIC_PLASTICITY	GOBP	163	1.6415088	0.07784918	1.4724542999999999	0.48692290000000005	-1.0727589	0.96482223	-1.2810416	0.31490156	1.2284266000000001	0.55312055	-1.3824763999999998	0.42345014	1.4351232	0.655433	1.3299638999999999	0.67930585	-0.7220350999999999	1.0	-1.2335995000000002	0.4019541	-0.97712684	0.9731371999999999
POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_INVOLVED_IN_CELLULAR_RESPONSE_TO_CHEMICAL_STIMULUS	GOBP	23	1.638412	0.07832923	1.4912653999999999	0.46401983	-1.5968038	0.90989673	-1.2738508	0.3246573	-1.1801264	0.89328355	-1.5336691	0.33377945	1.5329493	0.54092383	1.3695813000000001	0.62554383	-1.1996901000000002	1.0	-1.5217233000000001	0.08134578	-1.3096113999999999	0.46790743
DNA_METHYLATION	GOBP	62	1.6387901999999999	0.07843724	1.4254025	0.52810013	-1.222585	0.93954945	-1.2998883999999997	0.2854942	1.2937399	0.5069958	-1.0946132	0.6305371	1.6845318	0.12716915	1.407031	0.573752	-0.46799254	1.0	-1.2082502	0.43927416	-0.6883773	1.0
SIGNAL_TRANSDUCTION_IN_ABSENCE_OF_LIGAND	GOBP	59	1.6403346	0.078883275	1.6758118999999998	0.030626627000000003	-1.2027465	0.9409639000000001	-1.3085864999999999	0.27381492	1.2918644	0.50321215	0.9673454	1.0	1.5874923	0.40279248	1.4911633	0.32099770000000005	-0.83416235	1.0	-1.4486668	0.14976916	-1.2448008	0.5508776999999999
RESPONSE_TO_PURINE_CONTAINING_COMPOUND	GOBP	124	1.6406641	0.07938566	1.6087707	0.1944378	-1.0751469	0.96676433	-1.2845241000000003	0.31272724	-1.1725678	0.89613855	-1.5172079	0.34632578	1.6209084999999999	0.30343208	1.451859	0.48731488	-1.2885284	1.0	-1.3599591	0.24336307	-0.93223816	1.0
MISFOLDED_PROTEIN_BINDING	GOMF	29	1.6415104999999999	0.079659626	1.6738148999999998	0.032720674	1.06775	0.84702694	-1.2654809999999999	0.33179542	-0.7692595	0.9892025999999999	-1.5259874	0.34078753	1.6188955	0.30801153	1.5331343000000002	0.13910061	-1.2520046999999999	1.0	-1.480341	0.12256976	-1.3238823	0.4769184
DNA_METHYLATION_OR_DEMETHYLATION	GOBP	84	1.6388854	0.07967779	1.4216174	0.53179085	-1.1391128000000001	0.9649291999999999	-1.2706058999999998	0.32898688	1.2173287	0.5630991	-1.2158256	0.5390304	1.6585968999999998	0.18867286	1.3558068	0.63797855	0.54674524	1.0	-1.2562303999999997	0.37160546	-0.8363138000000001	1.0
REGULATION_OF_MICROTUBULE_POLYMERIZATION	GOBP	53	1.639541	0.08044891	1.6496508	0.07322359	0.5125310000000001	0.88838816	-1.1822198999999998	0.48341059999999997	-0.9468181	0.9555037000000001	-1.0064492	0.7167561	1.6297858	0.27799672	1.505625	0.25485188	-1.1261908	1.0	-1.2117401	0.43450612	-1.1690885	0.63845587
NEURON_SPINE	GOCC	157	1.6389538000000001	0.08116352	1.602344	0.20400736	0.31795588	0.9832745999999999	-1.2312826000000001	0.38880768	1.0357049	0.71461415	-1.3965063	0.41693329999999995	1.7091732	0.07238187	1.4377885	0.53385097	-0.6175965999999999	1.0	-1.0661485000000002	0.6519098000000001	-0.99527824	0.95117956
APLASIA_HYPOPLASIA_OF_THE_EARLOBES	HP	44	1.635905	0.08170142	1.6662112	0.04088315	0.82123864	0.7841063	-0.8240867000000001	0.9765845	-1.0288489	0.92822623	-0.90916395	0.8191385	1.7021616000000002	0.09493816	1.5299017	0.14987482	-0.5547917	1.0	-1.3880485	0.2084226	-1.1462954	0.6777194999999999
RESPONSE_TO_PROGESTERONE	GOBP	37	1.6312586000000002	0.095420256	1.6778151999999997	0.030974627999999997	-1.3413028999999999	0.92468053	-1.371979	0.21861713	1.6614255	0.29161334	-1.0750221000000002	0.64961463	1.7447746	0.020504754	1.559385	0.07809868	-1.1980366000000002	1.0	-1.1608559999999999	0.5107465	-0.7551416	1.0
PROTEIN_EXPORT_FROM_NUCLEUS	GOBP	57	1.6308552	0.09570679	1.5697272	0.3038784	-1.2256438	0.9401509	-1.3591293	0.21663253	-0.98256105	0.94693345	-1.1279153999999998	0.59876007	1.6925724999999998	0.10235230000000001	1.4852333999999998	0.33559346	-1.1217455	1.0	-1.2548167	0.37325725	-1.1579255	0.6554895000000001
MOLECULAR_CARRIER_ACTIVITY	GOMF	71	1.6313416	0.09663384	1.6723639	0.033447918	0.5008760999999999	0.8966109	1.2999301	1.0	0.8276066999999999	0.8947265	1.0963319999999999	1.0	1.6941680000000001	0.10319919	1.5079132	0.25994736	-0.58829767	1.0	-1.1902982	0.46595916	-0.9968019	0.9489661
ADIPOSE_TISSUE_LOSS	HP	29	1.6315559	0.097192526	1.5783155	0.27489695	-1.4582368	0.9297488000000002	-1.2840677	0.31299916	1.551023	0.34320533	0.7140029	1.0	1.6780502	0.14082965	1.5582991000000002	0.07803477	-0.52177167	1.0	-0.8354423000000001	0.9189856	-0.9767326999999999	0.97398734
MYELOID_LEUKOCYTE_DIFFERENTIATION	GOBP	184	1.6317371	0.09801697	1.4207254999999999	0.5326474	-1.0472037	0.9540533000000001	-1.3186148000000002	0.26141217	1.8495789	0.09847175	-1.4417541999999999	0.3914065	1.5442582	0.510894	1.2948385	0.7393084	0.84414977	1.0	-1.4402525	0.15732299	-1.1655601999999998	0.6434926
CELLULAR_RESPONSE_TO_INORGANIC_SUBSTANCE	GOBP	201	1.6299282	0.09831161	1.5107601000000002	0.43822676	-1.0139526	0.96288973	-1.1414392	0.56660527	0.99643874	0.75161463	-1.1599547	0.57985926	1.6785296000000003	0.1408313	1.4467391	0.494122	-0.9745395	1.0	-1.1294416999999999	0.5553839	-0.9656924000000001	0.9847056000000001
PROTEIN_TARGETING_TO_MITOCHONDRION	GOBP	100	1.628011	0.10151143	1.6433178	0.09127468	-1.1005865	0.96303546	-0.9562805	0.88763225	-0.8753335999999999	0.97348624	0.72339225	1.0	1.6704942999999999	0.16159077	1.5279231000000002	0.1484407	-1.1754586999999999	1.0	-1.1250723999999999	0.5634138000000001	-1.1201101999999998	0.7199821999999999
